NIK,Jenis Pekerjaan,Jumlah Penghasilan,Jumlah Tanggungan,Kondisi Rumah,Kepemilikan Rumah,Jaringan Listrik,Sumber Air,Umur,Ranking,Status kelayakan
1234561034774665,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Milik Sendiri,Tidak Ada,Air Sumur,<25,"0,579",Tidak Layak
1234561034774666,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Milik Sendiri,Tidak Ada,PDAM,<25,"0,5665",Tidak Layak
1234561034774667,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Milik Sendiri,Sewa,Air Sungai ,<25,"0,575",Tidak Layak
1234561034774668,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Milik Sendiri,Milik Sendiri,Air Sungai ,<25,"0,5585",Tidak Layak
1234561034774669,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Milik Sendiri,Sewa,Air Sumur,<25,"0,5625",Tidak Layak
1234561034774670,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Milik Sendiri,Sewa,PDAM,<25,"0,55",Tidak Layak
1234561034774671,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Numpang,Milik Sendiri,Air Sumur,<25,"0,596",Tidak Layak
1234561034774672,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Numpang,Tidak Ada,Air Sungai ,>=25 s/d <35,"0,704",Tidak Layak
1234561034774673,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Numpang,Tidak Ada,Air Sumur,>=25 s/d <35,"0,6915",Tidak Layak
1234561034774674,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Numpang,Tidak Ada,PDAM,>=25 s/d <35,"0,679",Tidak Layak
1234561034774675,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Numpang,Sewa,Air Sungai ,>=25 s/d <35,"0,6875",Tidak Layak
1234561034774676,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Numpang,Milik Sendiri,Air Sungai ,>=25 s/d <35,"0,671",Tidak Layak
1234561034774677,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Numpang,Sewa,Air Sumur,>=25 s/d <35,"0,675",Tidak Layak
1234561034774678,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Numpang,Sewa,PDAM,>=25 s/d <35,"0,6625",Tidak Layak
1234561034774679,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Numpang,Milik Sendiri,Air Sumur,>=25 s/d <35,"0,6585",Tidak Layak
1234561034774680,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Sewa,Tidak Ada,Air Sungai ,>=25 s/d <35,"0,679",Tidak Layak
1234561034774681,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Milik Sendiri,Tidak Ada,Air Sungai ,>=25 s/d <35,"0,654",Tidak Layak
1234561034774682,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Sewa,Sewa,Air Sungai ,>=25 s/d <35,"0,6625",Tidak Layak
1234561034774683,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Sewa,Tidak Ada,Air Sumur,>=25 s/d <35,"0,6665",Tidak Layak
1234561034774684,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Sewa,Tidak Ada,PDAM,>=25 s/d <35,"0,654",Tidak Layak
1234561034774685,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Sewa,Milik Sendiri,Air Sungai ,>=25 s/d <35,"0,646",Tidak Layak
1234561034774686,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Sewa,Sewa,Air Sumur,>=25 s/d <35,"0,65",Tidak Layak
1234561034774687,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Sewa,Sewa,PDAM,>=25 s/d <35,"0,6375",Tidak Layak
1234561034774688,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Sewa,Milik Sendiri,Air Sumur,>=25 s/d <35,"0,6335",Tidak Layak
1234561034774689,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Sewa,Milik Sendiri,PDAM,>=25 s/d <35,"0,621",Tidak Layak
1234561034774690,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Numpang,Milik Sendiri,PDAM,>=25 s/d <35,"0,646",Tidak Layak
1234561034774691,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Milik Sendiri,Milik Sendiri,PDAM,>=25 s/d <35,"0,596",Tidak Layak
1234561034774692,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Milik Sendiri,Tidak Ada,Air Sumur,>=25 s/d <35,"0,6415",Tidak Layak
1234561034774693,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Milik Sendiri,Tidak Ada,PDAM,>=25 s/d <35,"0,629",Tidak Layak
1234561034774694,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Milik Sendiri,Sewa,Air Sungai ,>=25 s/d <35,"0,6375",Tidak Layak
1234561034774695,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Milik Sendiri,Milik Sendiri,Air Sungai ,>=25 s/d <35,"0,621",Tidak Layak
1234561034774696,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Milik Sendiri,Sewa,Air Sumur,>=25 s/d <35,"0,625",Tidak Layak
1234561034774697,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Milik Sendiri,Sewa,PDAM,>=25 s/d <35,"0,6125",Tidak Layak
1234561034774698,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Numpang,Milik Sendiri,Air Sumur,>=25 s/d <35,"0,6585",Tidak Layak
1234561034774699,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Numpang,Tidak Ada,Air Sungai ,>=35 s/d <=50,"0,7665",Tidak Layak
1234561034774700,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Numpang,Tidak Ada,Air Sumur,>=35 s/d <=50,"0,754",Tidak Layak
1234561034774701,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Numpang,Tidak Ada,PDAM,>=35 s/d <=50,"0,7415",Tidak Layak
1234561034774702,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Numpang,Sewa,Air Sungai ,>=35 s/d <=50,"0,75",Tidak Layak
1234561034774703,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Numpang,Milik Sendiri,Air Sungai ,>=35 s/d <=50,"0,7335",Tidak Layak
1234561034774704,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Numpang,Sewa,Air Sumur,>=35 s/d <=50,"0,7375",Tidak Layak
1234561034774705,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Numpang,Sewa,PDAM,>=35 s/d <=50,"0,725",Tidak Layak
1234561034774706,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Numpang,Milik Sendiri,Air Sumur,>=35 s/d <=50,"0,721",Tidak Layak
1234561034774707,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Sewa,Tidak Ada,Air Sungai ,>=35 s/d <=50,"0,7415",Tidak Layak
1234561034774708,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Milik Sendiri,Tidak Ada,Air Sungai ,>=35 s/d <=50,"0,7165",Tidak Layak
1234561034774709,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Sewa,Sewa,Air Sungai ,>=35 s/d <=50,"0,725",Tidak Layak
1234561034774710,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Sewa,Tidak Ada,Air Sumur,>=35 s/d <=50,"0,729",Tidak Layak
1234561034774711,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Sewa,Tidak Ada,PDAM,>=35 s/d <=50,"0,7165",Tidak Layak
1234561034774712,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Sewa,Milik Sendiri,Air Sungai ,>=35 s/d <=50,"0,7085",Tidak Layak
1234561034774713,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Sewa,Sewa,Air Sumur,>=35 s/d <=50,"0,7125",Tidak Layak
1234561034774714,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Sewa,Sewa,PDAM,>=35 s/d <=50,"0,7",Tidak Layak
1234561034774715,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Sewa,Milik Sendiri,Air Sumur,>=35 s/d <=50,"0,696",Tidak Layak
1234561034774716,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Sewa,Milik Sendiri,PDAM,>=35 s/d <=50,"0,6835",Tidak Layak
1234561034774717,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Numpang,Milik Sendiri,PDAM,>=35 s/d <=50,"0,7085",Tidak Layak
1234561034774718,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Milik Sendiri,Milik Sendiri,PDAM,>=35 s/d <=50,"0,6585",Tidak Layak
1234561034774719,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Milik Sendiri,Tidak Ada,Air Sumur,>=35 s/d <=50,"0,704",Tidak Layak
1234561034774720,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Milik Sendiri,Tidak Ada,PDAM,>=35 s/d <=50,"0,6915",Tidak Layak
1234561034774721,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Milik Sendiri,Sewa,Air Sungai ,>=35 s/d <=50,"0,7",Tidak Layak
1234561034774722,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Milik Sendiri,Milik Sendiri,Air Sungai ,>=35 s/d <=50,"0,6835",Tidak Layak
1234561034774723,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Milik Sendiri,Sewa,Air Sumur,>=35 s/d <=50,"0,6875",Tidak Layak
1234561034774724,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Milik Sendiri,Sewa,PDAM,>=35 s/d <=50,"0,675",Tidak Layak
1234561034774725,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Numpang,Milik Sendiri,Air Sumur,>=35 s/d <=50,"0,721",Tidak Layak
1234561034774726,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Numpang,Tidak Ada,Air Sungai ,>50,"0,829",Layak
1234561034774727,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Numpang,Tidak Ada,Air Sumur,>50,"0,8165",Layak
1234561034774728,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Numpang,Tidak Ada,PDAM,>50,"0,804",Layak
1234561034774729,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Numpang,Sewa,Air Sungai ,>50,"0,8125",Layak
1234561034774730,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Numpang,Milik Sendiri,Air Sungai ,>50,"0,796",Tidak Layak
1234561034774731,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Numpang,Sewa,Air Sumur,>50,"0,8",Layak
1234561034774732,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Numpang,Sewa,PDAM,>50,"0,7875",Tidak Layak
1234561034774733,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Numpang,Milik Sendiri,Air Sumur,>50,"0,7835",Tidak Layak
1234561034774734,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Sewa,Tidak Ada,Air Sungai ,>50,"0,804",Layak
1234561034774735,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Milik Sendiri,Tidak Ada,Air Sungai ,>50,"0,779",Tidak Layak
1234561034774736,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Sewa,Sewa,Air Sungai ,>50,"0,7875",Tidak Layak
1234561034774737,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Sewa,Tidak Ada,Air Sumur,>50,"0,7915",Tidak Layak
1234561034774738,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Sewa,Tidak Ada,PDAM,>50,"0,779",Tidak Layak
1234561034774739,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Sewa,Milik Sendiri,Air Sungai ,>50,"0,771",Tidak Layak
1234561034774740,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Sewa,Sewa,Air Sumur,>50,"0,775",Tidak Layak
1234561034774741,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Sewa,Sewa,PDAM,>50,"0,7625",Tidak Layak
1234561034774742,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Sewa,Milik Sendiri,Air Sumur,>50,"0,7585",Tidak Layak
1234561034774743,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Sewa,Milik Sendiri,PDAM,>50,"0,746",Tidak Layak
1234561034774744,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Numpang,Milik Sendiri,PDAM,>50,"0,771",Tidak Layak
1234561034774745,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Milik Sendiri,Milik Sendiri,PDAM,>50,"0,721",Tidak Layak
1234561034774746,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Milik Sendiri,Tidak Ada,Air Sumur,>50,"0,7665",Tidak Layak
1234561034774747,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Milik Sendiri,Tidak Ada,PDAM,>50,"0,754",Tidak Layak
1234561034774748,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Milik Sendiri,Sewa,Air Sungai ,>50,"0,7625",Tidak Layak
1234561034774749,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Milik Sendiri,Milik Sendiri,Air Sungai ,>50,"0,746",Tidak Layak
1234561034774750,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Milik Sendiri,Sewa,Air Sumur,>50,"0,75",Tidak Layak
1234561034774751,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Milik Sendiri,Sewa,PDAM,>50,"0,7375",Tidak Layak
1234561034774752,Buruh,>2.000.000 s/d <= 5.000.000,3,Cukup,Numpang,Milik Sendiri,Air Sumur,>50,"0,7835",Tidak Layak
1234561034774753,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Numpang,Tidak Ada,Air Sungai ,<25,"0,6165",Tidak Layak
1234561034774754,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Numpang,Tidak Ada,Air Sumur,<25,"0,604",Tidak Layak
1234561034774755,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Numpang,Tidak Ada,PDAM,<25,"0,5915",Tidak Layak
1234561034774756,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Numpang,Sewa,Air Sungai ,<25,"0,6",Tidak Layak
1234561034774757,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Numpang,Milik Sendiri,Air Sungai ,<25,"0,5835",Tidak Layak
1234561034774758,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Numpang,Sewa,Air Sumur,<25,"0,5875",Tidak Layak
1234561034774759,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Numpang,Sewa,PDAM,<25,"0,575",Tidak Layak
1234561034774760,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Numpang,Milik Sendiri,Air Sumur,<25,"0,571",Tidak Layak
1234561034774761,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Sewa,Tidak Ada,Air Sungai ,<25,"0,5915",Tidak Layak
1234561034774762,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Milik Sendiri,Tidak Ada,Air Sungai ,<25,"0,5665",Tidak Layak
1234561034774763,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Sewa,Sewa,Air Sungai ,<25,"0,575",Tidak Layak
1234561034774764,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Sewa,Tidak Ada,Air Sumur,<25,"0,579",Tidak Layak
1234561034774765,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Sewa,Tidak Ada,PDAM,<25,"0,5665",Tidak Layak
1234561034774766,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Sewa,Milik Sendiri,Air Sungai ,<25,"0,5585",Tidak Layak
1234561034774767,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Sewa,Sewa,Air Sumur,<25,"0,5625",Tidak Layak
1234561034774768,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Sewa,Sewa,PDAM,<25,"0,55",Tidak Layak
1234561034774769,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Sewa,Milik Sendiri,Air Sumur,<25,"0,546",Tidak Layak
1234561034774770,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Sewa,Milik Sendiri,PDAM,<25,"0,5335",Tidak Layak
1234561034774771,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Numpang,Milik Sendiri,PDAM,<25,"0,5585",Tidak Layak
1234561034774772,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Milik Sendiri,Milik Sendiri,PDAM,<25,"0,5085",Tidak Layak
1234561034774773,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Milik Sendiri,Tidak Ada,Air Sumur,<25,"0,554",Tidak Layak
1234561034774774,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Milik Sendiri,Tidak Ada,PDAM,<25,"0,5415",Tidak Layak
1234561034774775,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Milik Sendiri,Sewa,Air Sungai ,<25,"0,55",Tidak Layak
1234561034774776,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Milik Sendiri,Milik Sendiri,Air Sungai ,<25,"0,5335",Tidak Layak
1234561034774777,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Milik Sendiri,Sewa,Air Sumur,<25,"0,5375",Tidak Layak
1234561034774778,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Milik Sendiri,Sewa,PDAM,<25,"0,525",Tidak Layak
1234561034774779,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Numpang,Milik Sendiri,Air Sumur,<25,"0,571",Tidak Layak
1234561034774780,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Numpang,Tidak Ada,Air Sungai ,>=25 s/d <35,"0,679",Tidak Layak
1234561034774781,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Numpang,Tidak Ada,Air Sumur,>=25 s/d <35,"0,6665",Tidak Layak
1234561034774782,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Numpang,Tidak Ada,PDAM,>=25 s/d <35,"0,654",Tidak Layak
1234561034774783,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Numpang,Sewa,Air Sungai ,>=25 s/d <35,"0,6625",Tidak Layak
1234561034774784,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Numpang,Milik Sendiri,Air Sungai ,>=25 s/d <35,"0,646",Tidak Layak
1234561034774785,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Numpang,Sewa,Air Sumur,>=25 s/d <35,"0,65",Tidak Layak
1234561034774786,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Numpang,Sewa,PDAM,>=25 s/d <35,"0,6375",Tidak Layak
1234561034774787,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Numpang,Milik Sendiri,Air Sumur,>=25 s/d <35,"0,6335",Tidak Layak
1234561034774788,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Sewa,Tidak Ada,Air Sungai ,>=25 s/d <35,"0,654",Tidak Layak
1234561034774789,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Milik Sendiri,Tidak Ada,Air Sungai ,>=25 s/d <35,"0,629",Tidak Layak
1234561034774790,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Sewa,Sewa,Air Sungai ,>=25 s/d <35,"0,6375",Tidak Layak
1234561034774791,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Sewa,Tidak Ada,Air Sumur,>=25 s/d <35,"0,6415",Tidak Layak
1234561034774792,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Sewa,Tidak Ada,PDAM,>=25 s/d <35,"0,629",Tidak Layak
1234561034774793,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Sewa,Milik Sendiri,Air Sungai ,>=25 s/d <35,"0,621",Tidak Layak
1234561034774794,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Sewa,Sewa,Air Sumur,>=25 s/d <35,"0,625",Tidak Layak
1234561034774795,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Sewa,Sewa,PDAM,>=25 s/d <35,"0,6125",Tidak Layak
1234561034774796,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Sewa,Milik Sendiri,Air Sumur,>=25 s/d <35,"0,6085",Tidak Layak
1234561034774797,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Sewa,Milik Sendiri,PDAM,>=25 s/d <35,"0,596",Tidak Layak
1234561034774798,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Numpang,Milik Sendiri,PDAM,>=25 s/d <35,"0,621",Tidak Layak
1234561034774799,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Milik Sendiri,Milik Sendiri,PDAM,>=25 s/d <35,"0,571",Tidak Layak
1234561034774800,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Milik Sendiri,Tidak Ada,Air Sumur,>=25 s/d <35,"0,6165",Tidak Layak
1234561034774801,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Milik Sendiri,Tidak Ada,PDAM,>=25 s/d <35,"0,604",Tidak Layak
1234561034774802,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Milik Sendiri,Sewa,Air Sungai ,>=25 s/d <35,"0,6125",Tidak Layak
1234561034774803,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Milik Sendiri,Milik Sendiri,Air Sungai ,>=25 s/d <35,"0,596",Tidak Layak
1234561034774804,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Milik Sendiri,Sewa,Air Sumur,>=25 s/d <35,"0,6",Tidak Layak
1234561034774805,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Milik Sendiri,Sewa,PDAM,>=25 s/d <35,"0,5875",Tidak Layak
1234561034774806,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Numpang,Milik Sendiri,Air Sumur,>=25 s/d <35,"0,6335",Tidak Layak
1234561034774807,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Numpang,Tidak Ada,Air Sungai ,>=35 s/d <=50,"0,7415",Tidak Layak
1234561034774808,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Numpang,Tidak Ada,Air Sumur,>=35 s/d <=50,"0,729",Tidak Layak
1234561034774809,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Numpang,Tidak Ada,PDAM,>=35 s/d <=50,"0,7165",Tidak Layak
1234561034774810,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Numpang,Sewa,Air Sungai ,>=35 s/d <=50,"0,725",Tidak Layak
1234561034774811,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Numpang,Milik Sendiri,Air Sungai ,>=35 s/d <=50,"0,7085",Tidak Layak
1234561034774812,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Numpang,Sewa,Air Sumur,>=35 s/d <=50,"0,7125",Tidak Layak
1234561034774813,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Numpang,Sewa,PDAM,>=35 s/d <=50,"0,7",Tidak Layak
1234561034774814,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Numpang,Milik Sendiri,Air Sumur,>=35 s/d <=50,"0,696",Tidak Layak
1234561034774815,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Sewa,Tidak Ada,Air Sungai ,>=35 s/d <=50,"0,7165",Tidak Layak
1234561034774816,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Milik Sendiri,Tidak Ada,Air Sungai ,>=35 s/d <=50,"0,6915",Tidak Layak
1234561034774817,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Sewa,Sewa,Air Sungai ,>=35 s/d <=50,"0,7",Tidak Layak
1234561034774818,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Sewa,Tidak Ada,Air Sumur,>=35 s/d <=50,"0,704",Tidak Layak
1234561034774819,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Sewa,Tidak Ada,PDAM,>=35 s/d <=50,"0,6915",Tidak Layak
1234561034774820,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Sewa,Milik Sendiri,Air Sungai ,>=35 s/d <=50,"0,6835",Tidak Layak
1234561034774821,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Sewa,Sewa,Air Sumur,>=35 s/d <=50,"0,6875",Tidak Layak
1234561034774822,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Sewa,Sewa,PDAM,>=35 s/d <=50,"0,675",Tidak Layak
1234561034774823,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Sewa,Milik Sendiri,Air Sumur,>=35 s/d <=50,"0,671",Tidak Layak
1234561034774824,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Sewa,Milik Sendiri,PDAM,>=35 s/d <=50,"0,6585",Tidak Layak
1234561034774825,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Numpang,Milik Sendiri,PDAM,>=35 s/d <=50,"0,6835",Tidak Layak
1234561034774826,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Milik Sendiri,Milik Sendiri,PDAM,>=35 s/d <=50,"0,6335",Tidak Layak
1234561034774827,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Milik Sendiri,Tidak Ada,Air Sumur,>=35 s/d <=50,"0,679",Tidak Layak
1234561034774828,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Milik Sendiri,Tidak Ada,PDAM,>=35 s/d <=50,"0,6665",Tidak Layak
1234561034774829,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Milik Sendiri,Sewa,Air Sungai ,>=35 s/d <=50,"0,675",Tidak Layak
1234561034774830,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Milik Sendiri,Milik Sendiri,Air Sungai ,>=35 s/d <=50,"0,6585",Tidak Layak
1234561034774831,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Milik Sendiri,Sewa,Air Sumur,>=35 s/d <=50,"0,6625",Tidak Layak
1234561034774832,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Milik Sendiri,Sewa,PDAM,>=35 s/d <=50,"0,65",Tidak Layak
1234561034774833,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Numpang,Milik Sendiri,Air Sumur,>=35 s/d <=50,"0,696",Tidak Layak
1234561034774834,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Numpang,Tidak Ada,Air Sungai ,>50,"0,804",Layak
1234561034774835,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Numpang,Tidak Ada,Air Sumur,>50,"0,7915",Tidak Layak
1234561034774836,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Numpang,Tidak Ada,PDAM,>50,"0,779",Tidak Layak
1234561034774837,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Numpang,Sewa,Air Sungai ,>50,"0,7875",Tidak Layak
1234561034774838,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Numpang,Milik Sendiri,Air Sungai ,>50,"0,771",Tidak Layak
1234561034774839,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Numpang,Sewa,Air Sumur,>50,"0,775",Tidak Layak
1234561034774840,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Numpang,Sewa,PDAM,>50,"0,7625",Tidak Layak
